nombre_normalizado,nombre_original,veredicto,categoria,metodo,razon
tecnico de nivel superior en conectividad y redes,TECNICO DE NIVEL SUPERIOR EN CONECTIVIDAD Y REDES,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en conservacion y restauracion,TECNICO DE NIVEL SUPERIOR EN CONSERVACION Y RESTAURACION,EXCLUIR,,semantico,Subárea CINE Artes sin señal musical en el nombre
tecnico de nivel superior en construccion,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en construccion civil,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION CIVIL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en construccion mencion eficiencia energetica,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION MENCION EFICIENCIA ENERGETICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en construccion y edificacion,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION Y EDIFICACION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en construccion y obras civiles,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION Y OBRAS CIVILES,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en contabilidad,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en contabilidad general,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en contabilidad general computacion,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL COMPUTACION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en contabilidad general mencion contabilidad publica,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL MENCION CONTABILIDAD PUBLICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en contabilidad general mencion tributacion,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL MENCION TRIBUTACION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en contabilidad mencion contabilidad publica,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD MENCION CONTABILIDAD PUBLICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en contabilidad y administracion,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD Y ADMINISTRACION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en contabilidad y analisis de cuentas,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD Y ANALISIS DE CUENTAS,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en contabilidad y auditoria,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD Y AUDITORIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en contabilidad y gestion de negocios,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD Y GESTION DE NEGOCIOS,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en contador general,TECNICO DE NIVEL SUPERIOR EN CONTADOR GENERAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en control de gestion,TECNICO DE NIVEL SUPERIOR EN CONTROL DE GESTION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en control de gestion y logistica,TECNICO DE NIVEL SUPERIOR EN CONTROL DE GESTION Y LOGISTICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en control de la produccion industrial,TECNICO DE NIVEL SUPERIOR EN CONTROL DE LA PRODUCCION INDUSTRIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en control industrial,TECNICO DE NIVEL SUPERIOR EN CONTROL INDUSTRIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"tecnico de nivel superior en control, instrumentacion y automatizacion industrial","TECNICO DE NIVEL SUPERIOR EN CONTROL, INSTRUMENTACION Y AUTOMATIZACION INDUSTRIAL",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en contruccion,TECNICO DE NIVEL SUPERIOR EN CONTRUCCION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en cosmetologia,TECNICO DE NIVEL SUPERIOR EN COSMETOLOGIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en customer experience,TECNICO DE NIVEL SUPERIOR EN CUSTOMER EXPERIENCE,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en deporte aventura,TECNICO DE NIVEL SUPERIOR EN DEPORTE AVENTURA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en deporte aventura y contacto con la naturaleza,TECNICO DE NIVEL SUPERIOR EN DEPORTE AVENTURA Y CONTACTO CON LA NATURALEZA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en deportes mencion taekwondo,TECNICO DE NIVEL SUPERIOR EN DEPORTES MENCION TAEKWONDO,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en deportes y recreacion,TECNICO DE NIVEL SUPERIOR EN DEPORTES Y RECREACION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en desarrollo de video juegos,TECNICO DE NIVEL SUPERIOR EN DESARROLLO DE VIDEO JUEGOS,EXCLUIR,,semantico,Subárea CINE Artes sin señal musical en el nombre
tecnico de nivel superior en diseno de ambientes,TECNICO DE NIVEL SUPERIOR EN DISEÑO DE AMBIENTES,EXCLUIR,,lexico,Artes visuales/plásticas
tecnico de nivel superior en diseno de espacios visuales,TECNICO DE NIVEL SUPERIOR EN DISEÑO DE ESPACIOS VISUALES,EXCLUIR,,lexico,Artes visuales/plásticas
"tecnico de nivel superior en diseno digital mencion ilustracion, fotografia e infografia","TECNICO DE NIVEL SUPERIOR EN DISEÑO DIGITAL MENCION ILUSTRACION, FOTOGRAFIA E INFOGRAFIA",EXCLUIR,,lexico,Artes visuales/plásticas
tecnico de nivel superior en diseno grafico,TECNICO DE NIVEL SUPERIOR EN DISEÑO GRAFICO,EXCLUIR,,lexico,Artes visuales/plásticas
tecnico de nivel superior en diseno grafico digital,TECNICO DE NIVEL SUPERIOR EN DISEÑO GRAFICO DIGITAL,EXCLUIR,,lexico,Artes visuales/plásticas
tecnico de nivel superior en diseno grafico publicitario,TECNICO DE NIVEL SUPERIOR EN DISEÑO GRAFICO PUBLICITARIO,EXCLUIR,,lexico,Artes visuales/plásticas
tecnico de nivel superior en diseno y animacion digital,TECNICO DE NIVEL SUPERIOR EN DISEÑO Y ANIMACION DIGITAL,EXCLUIR,,lexico,Artes visuales/plásticas
tecnico de nivel superior en diseno y creacion de paginas web,TECNICO DE NIVEL SUPERIOR EN DISEÑO Y CREACION DE PAGINAS WEB,EXCLUIR,,lexico,Artes visuales/plásticas
tecnico de nivel superior en diseno y creacion de sitios web,TECNICO DE NIVEL SUPERIOR EN DISEÑO Y CREACION DE SITIOS WEB,EXCLUIR,,lexico,Artes visuales/plásticas
tecnico de nivel superior en diseno y marketing digital,TECNICO DE NIVEL SUPERIOR EN DISEÑO Y MARKETING DIGITAL,EXCLUIR,,lexico,Artes visuales/plásticas
tecnico de nivel superior en diseno y produccion digital multimedial,TECNICO DE NIVEL SUPERIOR EN DISEÑO Y PRODUCCION DIGITAL MULTIMEDIAL,EXCLUIR,,lexico,Artes visuales/plásticas
"tecnico de nivel superior en diseno, confeccion y moldaje industrial de vestuario","TECNICO DE NIVEL SUPERIOR EN DISEÑO, CONFECCION Y MOLDAJE INDUSTRIAL DE VESTUARIO",EXCLUIR,,lexico,Artes visuales/plásticas
tecnico de nivel superior en ecoturismo y sustentabilidad,TECNICO DE NIVEL SUPERIOR EN ECOTURISMO Y SUSTENTABILIDAD,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion basica,TECNICO DE NIVEL SUPERIOR EN EDUCACION BASICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion basica con especialidad en inclusion,TECNICO DE NIVEL SUPERIOR EN EDUCACION BASICA CON ESPECIALIDAD EN INCLUSION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion basica de primer ciclo,TECNICO DE NIVEL SUPERIOR EN EDUCACION BASICA DE PRIMER CICLO,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion de parvulos,TECNICO DE NIVEL SUPERIOR EN EDUCACION DE PARVULOS,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion de parvulos mencion ingles,TECNICO DE NIVEL SUPERIOR EN EDUCACION DE PARVULOS MENCION INGLES,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion de parvulos y primer ciclo de educacion general basica,TECNICO DE NIVEL SUPERIOR EN EDUCACION DE PARVULOS Y PRIMER CICLO DE EDUCACION GENERAL BASICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion diferencial,TECNICO DE NIVEL SUPERIOR EN EDUCACION DIFERENCIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion diferencial e inclusion,TECNICO DE NIVEL SUPERIOR EN EDUCACION DIFERENCIAL E INCLUSION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion diferencial e inclusiva,TECNICO DE NIVEL SUPERIOR EN EDUCACION DIFERENCIAL E INCLUSIVA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion especial,TECNICO DE NIVEL SUPERIOR EN EDUCACION ESPECIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion especial y/o diferencial,TECNICO DE NIVEL SUPERIOR EN EDUCACION ESPECIAL Y/O DIFERENCIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion general basica,TECNICO DE NIVEL SUPERIOR EN EDUCACION GENERAL BASICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion inicial,TECNICO DE NIVEL SUPERIOR EN EDUCACION INICIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia (programa ejecutivo),TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA (PROGRAMA EJECUTIVO),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia inclusiva,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA INCLUSIVA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia m/atencion a la diversidad e inclusion en educacion parvularia o infancia temprana en educacion parvularia,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA M/ATENCION A LA DIVERSIDAD E INCLUSION EN EDUCACION PARVULARIA O INFANCIA TEMPRANA EN EDUCACION PARVULARIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia mencion inclusion,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA MENCION INCLUSION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia mencion ingles,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA MENCION INGLES,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia mencion transtornos especificos del lenguaje,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA MENCION TRANSTORNOS ESPECIFICOS DEL LENGUAJE,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia mencion trastornos especificos del lenguaje,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA MENCION TRASTORNOS ESPECIFICOS DEL LENGUAJE,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia primero y segundo basico,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA PRIMERO Y SEGUNDO BASICO,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia y basica,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA Y BASICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia y nivel basico nb1,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA Y NIVEL BASICO NB1,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia y nivel basico nb2,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA Y NIVEL BASICO NB2,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia y primer ciclo basico,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA Y PRIMER CICLO BASICO,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia y primer ciclo de educacion basica,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA Y PRIMER CICLO DE EDUCACION BASICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia y primer subciclo de educacion basica,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA Y PRIMER SUBCICLO DE EDUCACION BASICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en educacion parvularia y primer-segundo ano de educacion basica,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA Y PRIMER-SEGUNDO AÑO DE EDUCACION BASICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"tecnico de nivel superior en educacion parvularia, plan especial","TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA, PLAN ESPECIAL",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en eficiencia energetica y energias no convencionales,TECNICO DE NIVEL SUPERIOR EN EFICIENCIA ENERGETICA Y ENERGIAS NO CONVENCIONALES,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electricidad,TECNICO DE NIVEL SUPERIOR EN ELECTRICIDAD,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electricidad con especialidad en eficiencia energetica,TECNICO DE NIVEL SUPERIOR EN ELECTRICIDAD CON ESPECIALIDAD EN EFICIENCIA ENERGETICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electricidad industrial,TECNICO DE NIVEL SUPERIOR EN ELECTRICIDAD INDUSTRIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electricidad mencion energias renovables,TECNICO DE NIVEL SUPERIOR EN ELECTRICIDAD MENCION ENERGIAS RENOVABLES,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electricidad y electronica industrial,TECNICO DE NIVEL SUPERIOR EN ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electricidad y energia renovable,TECNICO DE NIVEL SUPERIOR EN ELECTRICIDAD Y ENERGIA RENOVABLE,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electricidad y energias,TECNICO DE NIVEL SUPERIOR EN ELECTRICIDAD Y ENERGIAS,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"tecnico de nivel superior en electricidad, mencion automatizacion","TECNICO DE NIVEL SUPERIOR EN ELECTRICIDAD, MENCION AUTOMATIZACION",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electromecanica,TECNICO DE NIVEL SUPERIOR EN ELECTROMECANICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electronica,TECNICO DE NIVEL SUPERIOR EN ELECTRONICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electronica industrial,TECNICO DE NIVEL SUPERIOR EN ELECTRONICA INDUSTRIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electronica y automatizacion industrial,TECNICO DE NIVEL SUPERIOR EN ELECTRONICA Y AUTOMATIZACION INDUSTRIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electronica y telecomunicacion,TECNICO DE NIVEL SUPERIOR EN ELECTRONICA Y TELECOMUNICACION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electronica y telecomunicaciones,TECNICO DE NIVEL SUPERIOR EN ELECTRONICA Y TELECOMUNICACIONES,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en electronica y telecomunicaciones plan especial,TECNICO DE NIVEL SUPERIOR EN ELECTRONICA Y TELECOMUNICACIONES PLAN ESPECIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en energias renovables,TECNICO DE NIVEL SUPERIOR EN ENERGIAS RENOVABLES,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en energias renovables y eficiencia energetica,TECNICO DE NIVEL SUPERIOR EN ENERGIAS RENOVABLES Y EFICIENCIA ENERGETICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en energias renovables y eficiencias energetica,TECNICO DE NIVEL SUPERIOR EN ENERGIAS RENOVABLES Y EFICIENCIAS ENERGETICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico de nivel superior en enfermeria,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
